Name,Country.Code,Indicator.Name.x,Indicator.Code.x,X2019.x,gdpcap,Country.Name.y,Indicator.Name.y,Indicator.Code.y,X2019.y,urbpop,Country.Name.x.x,Indicator.Name.x.x,Indicator.Code.x.x,HealthExppCap,Country.Name.y.y,Indicator.Name.y.y,Indicator.Code.y.y,X2019,AirTransport,Country.Name.x.x.x,AgeDependancy,Country.Name.y.y.y,Indicator.Name.x.x.x,MilitaryEx,Country.Name.x.x.x.x,Indicator.Name.y.y.y,HospitalBeds,Country.Name.y.y.y.y,Indicator.Name,PovertyRate,WHO.Region,totalcases,Cases...cumulative.total.per.100000.population,Cases...newly.reported.in.last.7.days,Cases...newly.reported.in.last.7.days.per.100000.population,Cases...newly.reported.in.last.24.hours,totaldeaths,Deaths...cumulative.total.per.100000.population,Deaths...newly.reported.in.last.7.days,Deaths...newly.reported.in.last.7.days.per.100000.population,Deaths...newly.reported.in.last.24.hours,deathrate
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,9125.878679,9477.85,Cuba,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.109,77.194,Cuba,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1031.921753,Cuba,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,7146,2123,Cuba,46.65796383,Cuba,Military expenditure (% of GDP),2.876,Cuba,"Hospital beds (per 1,000 people)",5.33,Cuba,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Americas,1098114,9694.987,3762,33.214,439,8519,75.212,2,0.018,0,0.007757846635230951
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,91392.64259,85082.53,Cayman Islands,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,Cayman Islands,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Cayman Islands,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Cayman Islands,NA,Cayman Islands,Military expenditure (% of GDP),NA,Cayman Islands,"Hospital beds (per 1,000 people)",NA,Cayman Islands,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Americas,21121,32137.858,0,0,0,25,38.04,0,0,0,0.0011836560768902988
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,29206.07672,27527.85,Cyprus,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.805,66.821,Cyprus,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1996.458252,Cyprus,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,3326,1118,Cyprus,44.89803756,Cyprus,Military expenditure (% of GDP),1.778940478,Cyprus,"Hospital beds (per 1,000 people)",3.4,Cyprus,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0,Europe,462783,52114.909,13068,1471.613,1414,984,110.81,15,1.689,2,0.002126266522322557
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,46794.89929,46208.43,Germany,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.376,77.453,Germany,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5440.251465,Germany,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,896647.181,303966,Germany,55.38336207,Germany,Military expenditure (% of GDP),1.399730368,Germany,"Hospital beds (per 1,000 people)",8,Germany,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0,Europe,23182447,27874.671,916659,1102.195,165368,132688,159.545,1652,1.986,310,0.005723640821868373
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,3414.916178,3425.48,Djibouti,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.915,78.062,Djibouti,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,61.80943298,Djibouti,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Djibouti,50.64496652,Djibouti,Military expenditure (% of GDP),NA,Djibouti,"Hospital beds (per 1,000 people)",1.4,Djibouti,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),17,Eastern Mediterranean,15598,1578.745,7,0.709,3,189,19.13,0,0,0,0.012116938068983204
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,8516.280039,7003.86,Dominica,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.786,71.09,Dominica,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,440.1698608,Dominica,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Dominica,NA,Dominica,Military expenditure (% of GDP),NA,Dominica,"Hospital beds (per 1,000 people)",3.8,Dominica,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Americas,11981,16642.358,84,116.681,0,63,87.511,0,0,0,0.005258325682330357
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,59775.7351,61063.32,Denmark,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.994,88.116,Denmark,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,6003.325195,Denmark,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,560420.19,168010.186,Denmark,57.34583486,Denmark,Military expenditure (% of GDP),1.442268139,Denmark,"Hospital beds (per 1,000 people)",2.61,Denmark,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.2,Europe,3091899,53100.203,16351,280.812,2257,5945,102.099,132,2.267,13,0.001922766558674782
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,8282.117131,7268.2,Dominican Republic,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.828,82.54,Dominican Republic,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,491.0593567,Dominican Republic,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,7062,2497.4,Dominican Republic,53.76818306,Dominican Republic,Military expenditure (% of GDP),0.750479965,Dominican Republic,"Hospital beds (per 1,000 people)",1.56,Dominican Republic,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.4,Americas,578663,5334.327,286,2.636,37,4375,40.33,0,0,0,0.0075605317775631065
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,3989.668276,3306.86,Algeria,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.189,73.733,Algeria,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,248.2058716,Algeria,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,76049,18719,Algeria,60.06772474,Algeria,Military expenditure (% of GDP),6.659993727,Algeria,"Hospital beds (per 1,000 people)",1.9,Algeria,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.4,Africa,265731,605.986,26,0.059,1,6874,15.676,0,0,0,0.025868265275786416
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,6222.524653,5600.39,Ecuador,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.986,64.166,Ecuador,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,486.492157,Ecuador,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,50575,12056.18,Ecuador,53.8059722,Ecuador,Military expenditure (% of GDP),2.410351528,Ecuador,"Hospital beds (per 1,000 people)",1.39,Ecuador,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),3.3,Americas,865585,4906.095,2715,15.388,167,35513,201.286,64,0.363,4,0.04102774424233322
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,NA,NA,Eritrea,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.712,41.347,Eritrea,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,25.2679348,Eritrea,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1111,494.395,Eritrea,83.92980596,Eritrea,Military expenditure (% of GDP),NA,Eritrea,"Hospital beds (per 1,000 people)",0.7,Eritrea,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Africa,9733,274.446,5,0.141,1,103,2.904,0,0,0,0.010582554197061543
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,29555.3157,27063.19,Spain,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.565,80.81,Spain,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2711.192871,Spain,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,677578.545,261972.271,Spain,52.38577873,Spain,Military expenditure (% of GDP),1.402053417,Spain,"Hospital beds (per 1,000 people)",2.97,Spain,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.9,Europe,11787004,24902.5,50430,106.544,0,104036,219.798,273,0.577,0,0.008826331101609875
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,23397.12001,23027.03,Estonia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.051,69.229,Estonia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1598.818848,Estonia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,22,NA,Estonia,58.40674158,Estonia,Military expenditure (% of GDP),2.307487386,Estonia,"Hospital beds (per 1,000 people)",4.69,Estonia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.2,Europe,566467,42624.321,4358,327.922,628,2505,188.491,24,1.806,4,0.004422146391581504
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,855.7608852,936.34,Ethiopia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,21.225,21.695,Ethiopia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,26.74220467,Ethiopia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,119542,72194,Ethiopia,76.84882718,Ethiopia,Military expenditure (% of GDP),0.481146129,Ethiopia,"Hospital beds (per 1,000 people)",0.33,Ethiopia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),30.8,Africa,470151,408.956,235,0.204,43,7509,6.532,1,0.001,0,0.01597146448694143
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,48628.64176,48744.99,Finland,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.446,85.517,Finland,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4450.302734,Finland,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,131089,47394,Finland,62.38934441,Finland,Military expenditure (% of GDP),1.530450942,Finland,"Hospital beds (per 1,000 people)",3.28,Finland,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.1,Europe,949583,17186.114,28891,522.886,28891,3517,63.653,183,3.312,183,0.003703731006136378
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,6175.890653,5057.63,Fiji,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.75,57.247,Fiji,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,235.6750183,Fiji,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,25859,10450,Fiji,53.44183053,Fiji,Military expenditure (% of GDP),1.75011439,Fiji,"Hospital beds (per 1,000 people)",2,Fiji,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.5,Western Pacific,64502,7195.31,31,3.458,3,862,96.158,28,3.123,28,0.01336392669994729
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,40578.64429,39030.36,France,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.709,80.975,France,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4491.735352,France,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,598374,268744,France,62.35640565,France,Military expenditure (% of GDP),2.073321427,France,"Hospital beds (per 1,000 people)",5.98,France,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0,Europe,26525319,40783.488,901637,1386.294,146307,140558,216.112,852,1.31,152,0.005299012615079201
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,64225.2649,NA,Faroe Islands,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.225,42.398,Faroe Islands,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Faroe Islands,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Faroe Islands,NA,Faroe Islands,Military expenditure (% of GDP),NA,Faroe Islands,"Hospital beds (per 1,000 people)",NA,Faroe Islands,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Europe,34658,70926.021,0,0,0,28,57.301,0,0,0,8.078942812626233e-4
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3585.392449,3565.29,"Micronesia, Fed. Sts.",Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.812,22.933,"Micronesia, Fed. Sts.",Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,415.1982727,"Micronesia, Fed. Sts.","Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,"Micronesia, Fed. Sts.",55.23868652,"Micronesia, Fed. Sts.",Military expenditure (% of GDP),NA,"Micronesia, Fed. Sts.","Hospital beds (per 1,000 people)",3.2,"Micronesia, Fed. Sts.",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),15.4,Western Pacific,0,0,0,0,0,0,0,0,0,0,NA
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,7766.996554,6881.72,Gabon,Urban population (% of total population),SP.URB.TOTL.IN.ZS,89.741,90.092,Gabon,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,215.0191498,Gabon,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Gabon,68.89815016,Gabon,Military expenditure (% of GDP),1.762374355,Gabon,"Hospital beds (per 1,000 people)",5,Gabon,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),3.4,Africa,47591,2138.216,0,0,0,303,13.613,0,0,0,0.006366750015759282
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,4697.983652,4266.69,Georgia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.039,59.453,Georgia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,291.1220398,Georgia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,6587,774,Georgia,54.97561867,Georgia,Military expenditure (% of GDP),1.809647735,Georgia,"Hospital beds (per 1,000 people)",2.89,Georgia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),4.5,Europe,1652472,41423.903,1764,44.22,237,16783,420.714,18,0.451,2,0.0101562991687605
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2246.625578,2205.53,Ghana,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.707,57.349,Ghana,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,75.28166199,Ghana,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,15617,8941,Ghana,67.42427908,Ghana,Military expenditure (% of GDP),0.446156223,Ghana,"Hospital beds (per 1,000 people)",0.9,Ghana,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),12,Africa,161086,518.412,38,0.122,0,1445,4.65,0,0,0,0.008970363656680283
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,NA,NA,Gibraltar,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,Gibraltar,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Gibraltar,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Gibraltar,NA,Gibraltar,Military expenditure (% of GDP),NA,Gibraltar,"Hospital beds (per 1,000 people)",NA,Gibraltar,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Europe,17236,51159.063,33,97.949,0,101,299.783,0,0,0,0.005859828266419123
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1058.143368,1194.04,Guinea,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.5,36.875,Guinea,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,43.03782272,Guinea,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Guinea,85.1895639,Guinea,Military expenditure (% of GDP),1.457511923,Guinea,"Hospital beds (per 1,000 people)",0.3,Guinea,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),23.2,Africa,36502,277.945,0,0,0,440,3.35,0,0,0,0.012054134020053696
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,749.453747,727.52,Guinea-Bissau,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.777,44.196,Guinea-Bissau,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,62.57557678,Guinea-Bissau,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Guinea-Bissau,81.20210408,Guinea-Bissau,Military expenditure (% of GDP),1.736152603,Guinea-Bissau,"Hospital beds (per 1,000 people)",1,Guinea-Bissau,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),24.7,Africa,8175,415.396,3,0.152,0,170,8.638,0,0,0,0.020795107033639144
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,8419.933336,7143.24,Equatorial Guinea,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.627,73.1,Equatorial Guinea,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,254.891098,Equatorial Guinea,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,7423,3051,Equatorial Guinea,64.3672963,Equatorial Guinea,Military expenditure (% of GDP),1.31,Equatorial Guinea,"Hospital beds (per 1,000 people)",2.1,Equatorial Guinea,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Africa,15906,1133.726,2,0.143,0,183,13.044,0,0,0,0.011505092417955488
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,19133.75776,17622.54,Greece,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.388,79.715,Greece,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1500.594971,Greece,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,151848,75393,Greece,56.10441896,Greece,Military expenditure (% of GDP),2.795563146,Greece,"Hospital beds (per 1,000 people)",4.21,Greece,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.1,Europe,3206948,29919.565,80092,747.227,11061,28344,264.438,452,4.217,70,0.008838309819803752
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,10827.43529,9261.55,Grenada,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.396,36.537,Grenada,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,534.2744141,Grenada,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Grenada,50.53313176,Grenada,Military expenditure (% of GDP),NA,Grenada,"Hospital beds (per 1,000 people)",3.57,Grenada,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Americas,14092,12523.662,68,60.432,28,219,194.627,1,0.889,0,0.015540732330400228
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,53041.30331,NA,Greenland,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.052,87.282,Greenland,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Greenland,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Greenland,NA,Greenland,Military expenditure (% of GDP),NA,Greenland,"Hospital beds (per 1,000 people)",NA,Greenland,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Europe,11971,21086.099,0,0,0,21,36.99,0,0,0,0.001754239411912121
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,4638.634943,4603.34,Guatemala,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.439,51.836,Guatemala,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,271.0212708,Guatemala,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,2623,673.09,Guatemala,62.29674919,Guatemala,Military expenditure (% of GDP),0.483220756,Guatemala,"Hospital beds (per 1,000 people)",0.44,Guatemala,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),8.8,Americas,836234,4667.639,4075,22.746,809,17400,97.122,62,0.346,21,0.020807572999901942
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,38040.58699,34624.34,Guam,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.859,94.938,Guam,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Guam,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Guam,52.42614986,Guam,Military expenditure (% of GDP),NA,Guam,"Hospital beds (per 1,000 people)",NA,Guam,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Western Pacific,40053,23731.595,128,75.841,0,352,208.562,0,0,0,0.0087883554290565
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,6609.51128,6955.94,Guyana,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.689,26.786,Guyana,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,325.8851624,Guyana,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1578,1502,Guyana,53.21304463,Guyana,Military expenditure (% of GDP),1.199003089,Guyana,"Hospital beds (per 1,000 people)",1.71,Guyana,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Americas,63340,8052.869,57,7.247,8,1226,155.87,0,0,0,0.019355857278181243
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2556.456891,2389.01,Honduras,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.73,58.359,Honduras,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,187.5543366,Honduras,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,13146,4462,Honduras,55.18643242,Honduras,Military expenditure (% of GDP),1.659938269,Honduras,"Hospital beds (per 1,000 people)",0.64,Honduras,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),15.8,Americas,421268,4253.253,98,0.989,0,10888,109.929,3,0.03,0,0.025845779883589545
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,15311.7669,14134.16,Croatia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.242,57.553,Croatia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1040.085693,Croatia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,27711,12838,Croatia,55.74817985,Croatia,Military expenditure (% of GDP),1.848949001,Croatia,"Hospital beds (per 1,000 people)",5.54,Croatia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.4,Europe,1110989,27376.635,5674,139.817,1142,15707,387.047,61,1.503,5,0.01413785375012714
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1312.770636,1272.37,Haiti,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.192,57.088,Haiti,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,56.99440002,Haiti,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,1563,Haiti,60.38123152,Haiti,Military expenditure (% of GDP),0.002894075,Haiti,"Hospital beds (per 1,000 people)",0.71,Haiti,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),24.5,Americas,30586,268.239,8,0.07,0,835,7.323,1,0.009,0,0.027300071928333225
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,16735.65978,15980.74,Hungary,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.644,71.942,Hungary,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1062.394165,Hungary,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,213664,106938,Hungary,52.83921018,Hungary,Military expenditure (% of GDP),1.614313257,Hungary,"Hospital beds (per 1,000 people)",7.02,Hungary,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.2,Europe,1879480,19238.19,13873,142.003,2534,45856,469.378,172,1.761,18,0.02439823781045821
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,4135.201531,3869.59,Indonesia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.985,56.641,Indonesia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,120.1249619,Indonesia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,808265,425057.604,Indonesia,47.48940519,Indonesia,Military expenditure (% of GDP),0.860574024,Indonesia,"Hospital beds (per 1,000 people)",1.04,Indonesia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),3.6,South-East Asia,6037742,2207.393,9329,3.411,833,155794,56.958,285,0.104,48,0.02580335496283213
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,86481.55259,NA,Isle of Man,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.735,52.898,Isle of Man,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Isle of Man,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Isle of Man,NA,Isle of Man,Military expenditure (% of GDP),NA,Isle of Man,"Hospital beds (per 1,000 people)",1.584,Isle of Man,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Europe,30169,35479.584,0,0,0,87,102.314,0,0,0,0.0028837548476913387
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,2100.751461,1927.71,India,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.472,34.926,India,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,63.74832153,India,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1209803,583142,India,48.66462031,India,Military expenditure (% of GDP),2.8826704,India,"Hospital beds (per 1,000 people)",0.53,India,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),22.5,South-East Asia,43039023,3118.76,7065,0.512,1007,521737,37.807,207,0.015,1,0.01212241736992961
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,80886.61574,85267.76,Ireland,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.405,63.653,Ireland,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5428.588867,Ireland,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,967456,369019,Ireland,54.82323599,Ireland,Military expenditure (% of GDP),0.2874877,Ireland,"Hospital beds (per 1,000 people)",2.97,Ireland,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0,Europe,1496910,30152.646,15752,317.297,2096,6919,139.371,61,1.229,16,0.004622188374718587
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,3114.622753,2422.48,"Iran, Islamic Rep.",Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.391,75.874,"Iran, Islamic Rep.",Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,470.4346008,"Iran, Islamic Rep.","Air transport, registered carrier departures worldwide",IS.AIR.DPRT,186006,132936.795,"Iran, Islamic Rep.",45.57958596,"Iran, Islamic Rep.",Military expenditure (% of GDP),2.161792177,"Iran, Islamic Rep.","Hospital beds (per 1,000 people)",1.56,"Iran, Islamic Rep.",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.5,Eastern Mediterranean,7199861,8571.983,19853,23.637,2356,140711,167.527,260,0.31,33,0.0195435717439545
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,5980.626918,4145.86,Iraq,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.678,70.893,Iraq,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,253.3146362,Iraq,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,60540,9809,Iraq,69.94223676,Iraq,Military expenditure (% of GDP),4.054752512,Iraq,"Hospital beds (per 1,000 people)",1.32,Iraq,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1.7,Eastern Mediterranean,2322551,5774.259,1456,3.62,248,25188,62.622,9,0.022,2,0.010844971757347848
